"Date","Price","Open","High","Low","Vol.","Change %"
"10/24/2019","64.0485","63.9089","64.1500","63.7480","","0.24%"
"10/23/2019","63.8925","63.7200","63.9965","63.6283","","0.29%"
"10/22/2019","63.7050","63.7715","63.8414","63.5532","","-0.08%"
"10/21/2019","63.7565","63.8302","63.9988","63.6225","","0.01%"
"10/18/2019","63.7500","64.0968","64.1875","63.7535","","-0.56%"
"10/17/2019","64.1075","64.1361","64.2358","63.8423","","0.00%"
"10/16/2019","64.1055","64.3400","64.4640","64.0485","","-0.30%"
"10/15/2019","64.2970","64.2088","64.5140","64.1863","","0.12%"
"10/14/2019","64.2188","64.2058","64.4402","64.1108","","0.01%"
"10/11/2019","64.2121","64.4550","64.5102","64.0040","","-0.35%"
"10/10/2019","64.4400","64.8405","65.0902","64.3968","","-0.67%"
"10/09/2019","64.8765","65.2150","65.2877","64.8113","","-0.43%"
"10/08/2019","65.1560","65.0195","65.3640","64.7402","","0.27%"
"10/07/2019","64.9790","64.7015","65.0108","64.5995","","0.51%"
"10/04/2019","64.6470","65.1525","65.1845","64.5400","","-0.74%"
"10/03/2019","65.1320","65.1262","65.3756","65.0085","","0.03%"
"10/02/2019","65.1112","65.2073","65.5675","65.0273","","-0.12%"
"10/01/2019","65.1923","64.8475","65.4453","64.7463","","0.58%"
"09/30/2019","64.8139","64.6500","65.0165","64.4998","","0.26%"
"09/27/2019","64.6450","64.3000","64.7181","64.2085","","0.63%"
"09/26/2019","64.2419","64.1916","64.3815","64.1000","","0.15%"
"09/25/2019","64.1430","63.9910","64.4820","63.8863","","0.24%"
"09/24/2019","63.9877","63.8675","64.0153","63.6063","","0.22%"
"09/23/2019","63.8502","64.0476","64.1290","63.7373","","-0.23%"
"09/20/2019","63.9950","64.0475","64.1267","63.7013","","0.04%"
"09/19/2019","63.9680","64.2075","64.4184","63.8111","","-0.28%"
"09/18/2019","64.1475","64.4500","64.5626","64.1055","","-0.40%"
"09/17/2019","64.4046","64.0055","64.4940","63.9358","","0.66%"
"09/16/2019","63.9830","63.9250","64.1788","63.6623","","-0.54%"
"09/13/2019","64.3275","64.8450","64.8450","64.1473","","-0.76%"
"09/12/2019","64.8225","65.5825","65.5936","64.6650","","-1.05%"
"09/11/2019","65.5105","65.4506","65.6486","65.2810","","0.17%"
"09/10/2019","65.3961","65.5755","65.5905","65.2417","","-0.20%"
"09/09/2019","65.5244","65.8150","65.8378","65.3498","","-0.38%"
"09/06/2019","65.7725","66.1831","66.2595","65.5797","","-0.70%"
"09/05/2019","66.2383","66.1675","66.2808","65.8844","","0.13%"
"09/04/2019","66.1538","66.7750","66.8152","66.0690","","-0.88%"
"09/03/2019","66.7400","66.7725","67.1420","66.7195","","-0.03%"
"09/02/2019","66.7575","66.7250","66.9075","66.5513","","0.14%"
"08/30/2019","66.6670","66.5150","66.8398","66.3025","","0.25%"
"08/29/2019","66.5012","66.8188","66.9288","66.4185","","-0.40%"
"08/28/2019","66.7680","66.4562","66.9788","66.3038","","0.48%"
"08/27/2019","66.4518","66.1298","66.7055","66.0144","","0.53%"
"08/26/2019","66.1039","66.1072","66.3515","65.8223","","0.17%"
"08/23/2019","65.9950","65.5582","66.2180","65.4769","","0.65%"
"08/22/2019","65.5703","65.7375","65.9813","65.4438","","-0.19%"
"08/21/2019","65.6920","66.4650","66.5550","65.6318","","-1.18%"
"08/20/2019","66.4745","66.9390","67.1088","66.4230","","-0.73%"
"08/19/2019","66.9629","66.4572","67.0515","66.2410","","0.74%"
"08/16/2019","66.4700","66.0417","66.5759","65.8572","","0.68%"
"08/15/2019","66.0240","66.0780","66.5875","65.6308","","-0.08%"
"08/14/2019","66.0743","64.9800","66.1221","64.8780","","1.80%"
"08/13/2019","64.9090","65.4809","65.8865","64.7825","","-0.73%"
"08/12/2019","65.3875","65.3005","65.6902","65.2256","","0.22%"
"08/09/2019","65.2455","65.0135","65.5387","65.0083","","0.36%"
"08/08/2019","65.0100","65.3350","65.4729","65.0157","","-0.48%"
"08/07/2019","65.3213","65.3010","65.6975","64.9435","","0.06%"
"08/06/2019","65.2800","65.4583","66.1863","64.9895","","-0.23%"
"08/05/2019","65.4300","65.2882","65.6232","64.8460","","0.25%"
"08/02/2019","65.2691","64.3450","65.4353","64.2878","","1.40%"
"08/01/2019","64.3660","63.6585","64.4088","63.4670","","1.14%"
"07/31/2019","63.6413","63.5550","63.8068","63.1173","","0.23%"
"07/30/2019","63.4927","63.4350","63.7388","63.2403","","0.14%"
"07/29/2019","63.4050","63.3495","63.6391","63.1609","","0.12%"
"07/26/2019","63.3275","63.2500","63.5100","63.0548","","0.14%"
"07/25/2019","63.2417","63.3165","63.3546","62.8307","","-0.10%"
"07/24/2019","63.3023","63.1920","63.3187","63.0015","","0.20%"
"07/23/2019","63.1778","63.1063","63.3488","62.9769","","0.15%"
"07/22/2019","63.0850","63.0227","63.1480","62.9213","","0.12%"
"07/19/2019","63.0105","62.7886","63.0763","62.7198","","0.38%"
"07/18/2019","62.7736","62.8514","63.1462","62.7493","","-0.10%"
"07/17/2019","62.8364","63.0439","63.0785","62.7173","","-0.31%"
"07/16/2019","63.0296","62.6189","63.0929","62.5977","","0.68%"
"07/15/2019","62.6039","63.1363","63.1800","62.5563","","-0.61%"
"07/12/2019","62.9902","62.8255","63.1988","62.7819","","0.33%"
"07/11/2019","62.7825","63.1100","63.2003","62.7558","","-0.45%"
"07/10/2019","63.0690","63.8016","63.9428","63.0934","","-1.14%"
"07/09/2019","63.7995","63.6745","63.9506","63.6216","","0.17%"
"07/08/2019","63.6936","63.7832","64.0018","63.4815","","-0.12%"
"07/05/2019","63.7712","63.4500","63.8705","63.4105","","0.56%"
"07/04/2019","63.4130","63.2988","63.5300","63.2458","","0.16%"
"07/03/2019","63.3140","63.2663","63.6688","63.2516","","0.04%"
"07/02/2019","63.2915","63.0000","63.3975","62.9285","","0.47%"
"07/01/2019","62.9955","63.1400","63.2387","62.7810","","-0.41%"
"06/28/2019","63.2525","63.0675","63.3081","62.8458","","0.32%"
"06/27/2019","63.0525","62.9878","63.2850","62.9275","","0.11%"
"06/26/2019","62.9818","62.8960","63.2330","62.7233","","0.18%"
"06/25/2019","62.8688","62.5555","63.0333","62.4935","","0.52%"
"06/24/2019","62.5414","63.2050","63.2073","62.5246","","-0.73%"
"06/21/2019","63.0000","62.8595","63.7893","62.8326","","0.26%"
"06/20/2019","62.8371","63.7265","63.7954","62.8443","","-1.38%"
"06/19/2019","63.7166","64.0078","64.1163","63.6739","","-0.43%"
"06/18/2019","63.9928","64.3160","64.4121","63.9073","","-0.45%"
"06/17/2019","64.2830","64.4184","64.4202","64.1182","","-0.13%"
"06/14/2019","64.3675","64.5540","64.6208","64.2107","","-0.28%"
"06/13/2019","64.5495","64.9060","64.9253","64.4893","","-0.53%"
"06/12/2019","64.8915","64.5300","64.9649","64.4937","","0.58%"
"06/11/2019","64.5200","64.7245","64.7626","64.4345","","-0.34%"
"06/10/2019","64.7388","64.7598","65.0040","64.6297","","-0.05%"
"06/07/2019","64.7712","65.1070","65.1725","64.7415","","-0.47%"
"06/06/2019","65.0770","65.3185","65.3728","65.0112","","-0.35%"
"06/05/2019","65.3035","65.1911","65.4102","64.9547","","0.25%"
"06/04/2019","65.1405","65.2995","65.4739","64.9953","","-0.28%"
"06/03/2019","65.3220","65.5546","65.6803","65.1482","","-0.13%"
"05/31/2019","65.4080","65.1460","65.5945","65.1039","","0.36%"
"05/30/2019","65.1730","64.9141","65.2109","64.8700","","0.40%"
"05/29/2019","64.9140","64.6885","65.4000","64.6198","","0.38%"
"05/28/2019","64.6678","64.3963","64.7575","64.3476","","0.49%"
"05/27/2019","64.3543","64.4274","64.5418","64.3163","","-0.10%"
"05/24/2019","64.4190","64.8635","64.9013","64.3967","","-0.65%"
"05/23/2019","64.8425","64.3334","64.9365","64.2938","","0.87%"
"05/22/2019","64.2850","64.3660","64.5150","64.1460","","-0.19%"
"05/21/2019","64.4100","64.5300","64.6415","64.3363","","-0.14%"
"05/20/2019","64.5000","64.7836","64.7944","64.4125","","-0.39%"
"05/17/2019","64.7505","64.6245","64.8085","64.5500","","0.20%"
"05/16/2019","64.6205","64.6070","64.7432","64.3873","","-0.05%"
"05/15/2019","64.6555","64.9098","65.0040","64.4796","","-0.37%"
"05/14/2019","64.8948","65.4020","65.4500","64.8501","","-0.73%"
"05/13/2019","65.3746","65.1405","65.5762","65.1048","","0.44%"
"05/10/2019","65.0877","65.2462","65.4601","65.0471","","-0.20%"
"05/09/2019","65.2200","64.9910","65.5528","64.9910","","0.38%"
"05/08/2019","64.9760","65.4096","65.4427","64.8984","","-0.61%"
"05/07/2019","65.3740","65.2811","65.4671","64.9838","","0.22%"
"05/06/2019","65.2280","65.0975","65.5190","65.0447","","0.22%"
"05/03/2019","65.0825","65.3910","65.6183","65.0120","","-0.45%"
"05/02/2019","65.3760","64.8450","65.5815","64.7078","","0.84%"
"05/01/2019","64.8300","64.6149","64.8845","64.5150","","0.38%"
"04/30/2019","64.5830","64.4461","65.0128","64.3285","","0.19%"
"04/29/2019","64.4615","64.7880","64.8235","64.4023","","-0.51%"
"04/26/2019","64.7950","64.6574","64.8993","64.5529","","0.23%"
"04/25/2019","64.6495","64.3700","64.9860","64.2209","","0.40%"
"04/24/2019","64.3925","63.7264","64.5085","63.6558","","1.10%"
"04/23/2019","63.6940","63.8215","63.9049","63.6446","","-0.11%"
"04/22/2019","63.7665","64.0260","64.0868","63.7329","","-0.40%"
"04/19/2019","64.0250","63.8602","64.0900","63.8285","","0.25%"
"04/18/2019","63.8645","63.7881","64.1660","63.7681","","0.10%"
"04/17/2019","63.8020","64.0855","64.1289","63.7742","","-0.43%"
"04/16/2019","64.0805","64.3065","64.4573","64.0408","","-0.33%"
"04/15/2019","64.2915","64.3750","64.4438","64.1648","","0.00%"
"04/12/2019","64.2900","64.5949","64.6550","64.1182","","-0.44%"
"04/11/2019","64.5740","64.2340","64.7174","64.2202","","0.58%"
"04/10/2019","64.2040","64.9525","64.9678","64.2061","","-1.10%"
"04/09/2019","64.9170","64.9213","64.9975","64.6235","","0.09%"
"04/08/2019","64.8600","65.3500","65.4690","64.8050","","-0.65%"
"04/05/2019","65.2850","65.4250","65.5610","65.1533","","-0.19%"
"04/04/2019","65.4100","65.2410","65.6203","65.1152","","0.28%"
"04/03/2019","65.2260","65.3454","65.4715","65.0329","","-0.12%"
"04/02/2019","65.3060","65.2170","65.5677","65.2033","","0.14%"
"04/01/2019","65.2115","65.6005","65.8503","65.1355","","-0.70%"
"03/29/2019","65.6700","64.9730","65.7653","64.5890","","1.12%"
"03/28/2019","64.9450","64.8618","65.2937","64.5503","","0.15%"
"03/27/2019","64.8475","64.4140","65.0087","64.3221","","0.68%"
"03/26/2019","64.4085","64.0055","64.4950","63.9208","","0.68%"
"03/25/2019","63.9710","64.5510","64.7251","63.9080","","-0.97%"
"03/22/2019","64.5960","63.8793","64.8385","63.6955","","1.15%"
"03/21/2019","63.8643","63.8825","63.9554","63.6325","","0.08%"
"03/20/2019","63.8140","64.3902","64.4125","63.6464","","-0.87%"
"03/19/2019","64.3740","64.3962","64.5875","64.1763","","0.00%"
"03/18/2019","64.3745","64.9319","64.9350","64.1325","","-0.65%"
"03/15/2019","64.7935","65.4785","65.5521","64.7688","","-1.04%"
"03/14/2019","65.4760","65.4482","65.6063","65.2903","","0.03%"
"03/13/2019","65.4590","65.6220","65.6894","65.3147","","-0.24%"
"03/12/2019","65.6175","65.9121","65.9770","65.5313","","-0.39%"
"03/11/2019","65.8763","66.4329","66.4791","65.8544","","-0.67%"
"03/08/2019","66.3200","66.2924","66.5163","66.2371","","0.09%"
"03/07/2019","66.2624","65.9185","66.3143","65.8423","","0.54%"
"03/06/2019","65.9040","65.7965","66.0497","65.7467","","0.24%"
"03/05/2019","65.7463","65.7465","65.8627","65.5897","","0.02%"
"03/04/2019","65.7315","65.9180","65.9688","65.6333","","-0.28%"
"03/01/2019","65.9130","65.9681","65.9935","65.6000","","-0.06%"
"02/28/2019","65.9550","65.7875","66.0361","65.6785","","0.33%"
"02/27/2019","65.7400","65.7075","66.0325","65.6435","","0.13%"
"02/26/2019","65.6575","65.5200","65.9550","65.4418","","0.23%"
"02/25/2019","65.5050","65.5077","65.6475","65.1498","","0.23%"
"02/22/2019","65.3575","65.6290","65.7236","65.2972","","-0.36%"
"02/21/2019","65.5910","65.6774","65.7940","65.3612","","-0.09%"
"02/20/2019","65.6500","65.7050","65.9478","65.4578","","-0.05%"
"02/19/2019","65.6825","66.2335","66.3452","65.6812","","-0.77%"
"02/18/2019","66.1910","66.2485","66.4000","66.0772","","-0.09%"
"02/15/2019","66.2523","66.6260","66.7959","66.2179","","-0.60%"
"02/14/2019","66.6527","66.5240","67.1729","66.2763","","0.22%"
"02/13/2019","66.5090","65.8515","66.5902","65.5984","","1.07%"
"02/12/2019","65.8080","65.8030","66.2485","65.4950","","0.03%"
"02/11/2019","65.7850","65.4660","65.9066","65.3824","","0.50%"
"02/08/2019","65.4605","65.9435","66.1776","65.3348","","-0.73%"
"02/07/2019","65.9390","65.8650","66.1698","65.6864","","0.14%"
"02/06/2019","65.8495","65.6200","65.9540","65.5358","","0.41%"
"02/05/2019","65.5820","65.5650","65.6636","65.4075","","0.07%"
"02/04/2019","65.5345","65.4990","65.7390","65.4384","","0.15%"
"02/01/2019","65.4340","65.3700","65.7468","65.3110","","0.15%"
"01/31/2019","65.3390","65.3900","65.7064","65.1538","","-0.03%"
"01/30/2019","65.3600","66.0236","66.2050","65.3535","","-0.96%"
"01/29/2019","65.9936","66.2600","66.4163","65.9553","","-0.33%"
"01/28/2019","66.2130","66.0000","66.3737","65.5641","","0.40%"
"01/25/2019","65.9510","65.6873","66.2680","65.6117","","0.39%"
"01/24/2019","65.6960","66.0788","66.1661","65.6655","","-0.57%"
"01/23/2019","66.0720","66.5050","66.5570","66.0155","","-0.61%"
"01/22/2019","66.4770","66.3913","66.6353","66.3175","","0.18%"
"01/21/2019","66.3600","66.1500","66.4893","66.1439","","0.29%"
"01/18/2019","66.1686","66.3565","66.5240","66.1060","","-0.23%"
"01/17/2019","66.3225","66.3525","66.6955","66.2404","","0.08%"
"01/16/2019","66.2718","67.0290","67.1447","66.2496","","-1.09%"
"01/15/2019","66.9990","67.0220","67.1580","66.8704","","-0.01%"
"01/14/2019","67.0070","66.8827","67.3133","66.8216","","0.19%"
"01/11/2019","66.8797","66.8507","67.1700","66.7810","","0.05%"
"01/10/2019","66.8460","66.6725","67.3512","66.6096","","0.36%"
"01/09/2019","66.6040","66.9005","67.2618","66.5987","","-0.42%"
"01/08/2019","66.8855","66.6786","67.3274","66.6336","","0.36%"
"01/07/2019","66.6486","67.6904","67.8842","66.5958","","-1.48%"
"01/04/2019","67.6486","68.7042","69.0148","67.4982","","-1.52%"
"01/03/2019","68.6917","69.0310","69.5308","68.5119","","-0.45%"
"01/02/2019","69.0010","69.6636","69.7283","68.6754","","-0.97%"
"01/01/2019","69.6800","69.6800","69.6800","69.6800","","0.00%"
"12/31/2018","69.6800","69.5540","69.7192","69.5540","","-0.14%"
"12/29/2018","69.7772","69.5149","69.9445","69.3809","","0.49%"
"12/28/2018","69.4365","69.4900","69.7891","69.2372","","-0.03%"
"12/27/2018","69.4600","68.7500","69.7660","68.5520","","1.17%"
"12/26/2018","68.6547","68.7138","69.4921","68.5948","","0.01%"
"12/25/2018","68.6445","68.6214","68.9795","68.3952","","0.10%"
"12/24/2018","68.5775","68.7634","68.8178","68.1681","","-0.44%"
"12/21/2018","68.8825","68.3230","69.1502","67.8488","","0.90%"
"12/20/2018","68.2690","67.4853","68.7254","67.2228","","1.27%"
"12/19/2018","67.4160","67.4050","67.8150","66.9641","","0.02%"
"12/18/2018","67.4045","66.7162","67.5300","66.4949","","1.06%"
"12/17/2018","66.6955","66.7505","66.8425","66.4224","","-0.10%"
"12/14/2018","66.7611","66.1952","66.8668","66.1848","","0.79%"
"12/13/2018","66.2399","66.4350","66.5013","66.1219","","-0.19%"
"12/12/2018","66.3660","66.4035","66.5475","66.1145","","-0.04%"
"12/11/2018","66.3895","66.6890","66.7406","66.2063","","-0.44%"
"12/10/2018","66.6845","66.3785","66.7527","66.1348","","0.45%"
"12/07/2018","66.3840","66.9500","67.0828","65.9730","","-0.69%"
"12/06/2018","66.8475","66.5362","67.2453","66.4633","","0.52%"
"12/05/2018","66.5000","66.8760","66.9544","66.4423","","-0.50%"
"12/04/2018","66.8325","66.5110","66.9503","66.1933","","0.57%"
"12/03/2018","66.4555","67.0995","67.1155","66.0779","","-0.90%"
"11/30/2018","67.0600","66.2750","67.2038","66.0135","","1.23%"
"11/29/2018","66.2440","67.0900","67.1480","65.9273","","-1.20%"
"11/28/2018","67.0500","67.0945","67.5425","66.7488","","-0.04%"
"11/27/2018","67.0795","67.1830","67.3903","66.4563","","-0.06%"
"11/26/2018","67.1220","66.3750","67.3550","66.3543","","1.43%"
"11/23/2018","66.1775","65.6364","66.4400","65.5187","","0.90%"
"11/22/2018","65.5896","65.7287","65.8286","65.4057","","-0.19%"
"11/21/2018","65.7137","66.1605","66.2343","65.5163","","-0.62%"
"11/20/2018","66.1258","65.6200","66.2524","65.5050","","0.79%"
"11/19/2018","65.6050","66.0108","66.1533","65.4762","","-0.49%"
"11/16/2018","65.9250","65.8750","66.2175","65.6570","","0.10%"
"11/15/2018","65.8600","67.1650","67.2567","65.7872","","-1.81%"
"11/14/2018","67.0715","68.0570","68.2852","66.9880","","-1.44%"
"11/13/2018","68.0517","67.8990","68.1991","67.5325","","0.30%"
"11/12/2018","67.8458","67.9078","67.9495","67.3290","","-0.10%"
"11/09/2018","67.9150","66.9050","68.1923","66.7621","","1.53%"
"11/08/2018","66.8900","66.2245","66.9780","66.1103","","1.04%"
"11/07/2018","66.1988","66.0815","66.3588","65.8183","","0.23%"
"11/06/2018","66.0475","66.0600","66.3239","65.7436","","0.01%"
"11/05/2018","66.0390","66.0966","66.4856","65.9500","","-0.11%"
"11/02/2018","66.1148","65.6712","66.3023","65.5038","","0.71%"
"11/01/2018","65.6511","65.8788","65.9025","65.5550","","-0.32%"
"10/31/2018","65.8650","65.4750","65.9031","65.4278","","0.62%"
"10/30/2018","65.4570","65.8400","65.9192","65.4500","","-0.54%"
"10/29/2018","65.8128","65.6887","65.9684","65.4560","","0.19%"
"10/26/2018","65.6855","65.6140","65.9388","65.4854","","0.14%"
"10/25/2018","65.5950","65.6500","65.9838","65.4362","","-0.06%"
"10/24/2018","65.6338","65.5163","65.7880","64.9475","","0.20%"
"10/23/2018","65.5013","65.2025","65.7235","65.1556","","0.48%"
"10/22/2018","65.1875","65.4750","65.7180","64.9897","","-0.42%"
"10/19/2018","65.4632","65.8050","65.9405","65.3080","","-0.50%"
"10/18/2018","65.7900","65.5225","65.9017","65.4454","","0.43%"
"10/17/2018","65.5075","65.3650","65.6905","65.2538","","0.24%"
"10/16/2018","65.3488","65.6720","65.6920","65.2372","","-0.43%"
"10/15/2018","65.6300","66.0400","66.1805","65.2825","","-0.61%"
"10/12/2018","66.0350","66.3038","66.4289","65.8625","","-0.38%"
"10/11/2018","66.2888","66.8775","67.0180","65.9885","","-0.87%"
"10/10/2018","66.8675","66.2275","66.9213","65.9783","","0.98%"
"10/09/2018","66.2175","66.5859","66.8805","66.1430","","-0.55%"
"10/08/2018","66.5814","66.5845","67.1000","66.5192","","-0.06%"
"10/05/2018","66.6200","66.9530","66.9877","66.3900","","-0.54%"
"10/04/2018","66.9785","65.8900","67.0626","65.8275","","1.67%"
"10/03/2018","65.8775","65.4488","65.9433","65.3250","","0.67%"
"10/02/2018","65.4388","65.0091","65.6390","64.9385","","0.68%"
"10/01/2018","64.9996","65.6154","65.7234","64.8418","","-0.88%"
"09/28/2018","65.5748","65.5985","65.9416","65.3773","","-0.03%"
"09/27/2018","65.5940","65.8750","66.0565","65.2144","","-0.41%"
"09/26/2018","65.8650","65.8310","66.1138","65.6650","","0.07%"
"09/25/2018","65.8210","65.9225","66.0104","65.5095","","-0.09%"
"09/24/2018","65.8800","66.5588","66.6155","65.6685","","-0.84%"
"09/21/2018","66.4405","66.3309","66.8190","66.1078","","0.17%"
"09/20/2018","66.3264","66.7162","66.9490","66.1898","","-0.54%"
"09/19/2018","66.6862","67.3392","67.4659","66.6678","","-0.89%"
"09/18/2018","67.2850","68.0895","68.2430","67.2880","","-1.15%"
"09/17/2018","68.0695","68.2347","68.3828","67.9100","","0.08%"
"09/14/2018","68.0170","68.2700","68.5860","67.4513","","-0.26%"
"09/13/2018","68.1923","68.9931","69.0404","67.9459","","-1.09%"
"09/12/2018","68.9448","69.3827","69.8181","68.6388","","-0.62%"
"09/11/2018","69.3782","70.5407","70.6627","69.3401","","-1.62%"
"09/10/2018","70.5200","69.9116","70.6050","69.6985","","0.92%"
"09/07/2018","69.8740","69.2641","69.9540","68.7950","","0.98%"
"09/06/2018","69.1966","68.2110","69.6413","67.9605","","1.47%"
"09/05/2018","68.1910","68.1140","68.6002","67.9433","","0.18%"
"09/04/2018","68.0695","67.9499","68.4928","67.8613","","0.21%"
"09/03/2018","67.9254","67.5649","68.1912","67.5649","","0.67%"
"08/31/2018","67.4715","68.2705","68.3177","67.3059","","-1.07%"
"08/30/2018","68.2039","67.9725","68.4106","67.7500","","0.51%"
"08/29/2018","67.8575","67.8456","68.4055","67.6710","","-0.01%"
"08/28/2018","67.8655","67.3930","67.9274","67.2015","","0.72%"
"08/27/2018","67.3830","67.0930","67.6936","66.9693","","0.50%"
"08/24/2018","67.0485","68.2505","68.3228","67.0504","","-1.71%"
"08/23/2018","68.2175","68.0480","69.0225","67.4563","","0.27%"
"08/22/2018","68.0330","67.2580","68.4574","67.1987","","1.26%"
"08/21/2018","67.1880","66.9710","67.6330","66.8428","","0.35%"
"08/20/2018","66.9560","67.1749","67.3674","66.9130","","-0.02%"
"08/17/2018","66.9725","66.8066","67.6575","66.6661","","0.23%"
"08/16/2018","66.8205","67.2820","67.3862","66.4848","","-0.66%"
"08/15/2018","67.2620","66.3178","67.7786","66.2285","","1.49%"
"08/14/2018","66.2715","67.8098","67.8098","66.2894","","-2.20%"
"08/13/2018","67.7653","67.6909","69.3435","67.3635","","0.13%"
"08/10/2018","67.6759","66.6650","67.9162","66.4604","","1.55%"
"08/09/2018","66.6400","65.6010","66.7300","65.5267","","1.63%"
"08/08/2018","65.5690","63.5115","65.6728","63.4075","","3.32%"
"08/07/2018","63.4650","63.7591","63.7850","63.3710","","-0.41%"
"08/06/2018","63.7270","63.3890","63.8028","63.3043","","0.68%"
"08/03/2018","63.2975","63.3600","63.5525","63.1446","","-0.05%"
"08/02/2018","63.3275","63.0512","63.5667","62.9417","","0.52%"
"08/01/2018","63.0025","62.5370","63.1031","62.4081","","0.81%"
"07/31/2018","62.4960","62.2630","62.6015","62.1623","","0.45%"
"07/30/2018","62.2180","62.7514","62.9718","62.1817","","-0.83%"
"07/27/2018","62.7395","62.9708","63.0566","62.6408","","-0.30%"
"07/26/2018","62.9277","62.8205","63.1040","62.7215","","0.23%"
"07/25/2018","62.7830","63.3380","63.4170","62.7144","","-0.82%"
"07/24/2018","63.3020","63.0835","63.5490","62.6488","","0.41%"
"07/23/2018","63.0460","63.4700","63.5785","62.9464","","-0.59%"
"07/20/2018","63.4220","63.6084","63.8031","63.2797","","-0.25%"
"07/19/2018","63.5784","63.0218","63.8018","62.9385","","0.93%"
"07/18/2018","62.9918","62.6415","63.2603","62.5985","","0.61%"
"07/17/2018","62.6115","62.3292","62.6654","62.2537","","0.53%"
"07/16/2018","62.2792","62.5000","62.5601","62.0850","","-0.41%"
"07/13/2018","62.5330","62.2650","62.7753","62.0550","","0.47%"
"07/12/2018","62.2405","62.4164","62.4901","61.9110","","-0.24%"
"07/11/2018","62.3925","61.7930","62.4586","61.6200","","0.99%"
"07/10/2018","61.7830","62.3627","62.6483","61.6269","","-0.96%"
"07/09/2018","62.3825","62.9530","63.0425","62.3998","","-0.85%"
"07/06/2018","62.9147","63.1382","63.3423","62.9021","","-0.27%"
"07/05/2018","63.0850","63.3175","63.4064","62.9198","","-0.30%"
"07/04/2018","63.2730","63.1350","63.3656","62.9598","","0.23%"
"07/03/2018","63.1250","63.4175","63.5151","63.0673","","-0.43%"
"07/02/2018","63.3960","63.0173","63.6090","62.9278","","0.97%"
"06/29/2018","62.7855","62.8260","62.9605","62.5615","","-0.03%"
"06/28/2018","62.8015","63.2306","63.4910","62.7544","","-0.61%"
"06/27/2018","63.1861","63.0525","63.4053","62.8648","","0.31%"
"06/26/2018","62.9925","62.8015","63.3611","62.6606","","0.41%"
"06/25/2018","62.7380","62.9300","63.3501","62.6170","","-0.30%"
"06/22/2018","62.9250","63.6410","63.7632","62.7941","","-1.12%"
"06/21/2018","63.6365","63.6000","63.9386","63.4650","","0.10%"
"06/20/2018","63.5755","63.8671","63.9083","63.3997","","-0.39%"
"06/19/2018","63.8233","63.3720","64.2245","63.3100","","0.73%"
"06/18/2018","63.3620","63.0678","63.8050","63.0366","","0.37%"
"06/15/2018","63.1309","62.5600","63.3590","62.4065","","0.94%"
"06/14/2018","62.5400","62.4777","62.6874","61.9515","","0.15%"
"06/13/2018","62.4477","63.0526","63.2855","62.2910","","-0.94%"
"06/12/2018","63.0426","62.8479","63.2026","62.5960","","0.43%"
"06/11/2018","62.7727","62.4948","62.9311","62.0587","","0.48%"
"06/09/2018","62.4747","62.3260","62.6051","62.2179","","0.32%"
"06/08/2018","62.2760","62.4006","62.9415","62.2235","","-0.18%"
"06/07/2018","62.3906","61.8155","62.6608","61.5812","","0.98%"
"06/06/2018","61.7855","62.1484","62.1867","61.7587","","-0.55%"
"06/05/2018","62.1280","62.0580","62.4616","61.8298","","0.12%"
"06/04/2018","62.0535","62.2213","62.2481","61.8050","","-0.23%"
"06/01/2018","62.1962","62.3596","62.5178","61.9324","","-0.25%"
"05/31/2018","62.3496","62.1097","62.5695","61.9309","","0.45%"
"05/30/2018","62.0710","62.8675","62.9327","61.9897","","-1.19%"
"05/29/2018","62.8175","62.3250","62.9400","62.2339","","0.83%"
"05/28/2018","62.2975","62.1916","62.5090","62.0562","","0.16%"
"05/25/2018","62.1954","61.5770","62.3513","61.4998","","1.03%"
"05/24/2018","61.5620","61.3050","61.6899","61.2738","","0.50%"
"05/23/2018","61.2575","61.2338","61.8300","61.1915","","0.05%"
"05/22/2018","61.2293","61.5352","61.7038","60.9415","","-0.46%"
"05/21/2018","61.5138","62.3414","62.7215","61.5084","","-1.25%"
"05/18/2018","62.2924","62.1650","62.7002","61.8230","","0.25%"
"05/17/2018","62.1350","61.7280","62.2323","61.5973","","0.68%"
"05/16/2018","61.7130","62.2900","62.6505","61.6065","","-0.86%"
"05/15/2018","62.2455","61.8756","62.7770","61.7766","","0.61%"
"05/14/2018","61.8656","61.8328","61.9703","61.5407","","-0.04%"
"05/11/2018","61.8880","61.7214","62.0549","61.4050","","0.39%"
"05/10/2018","61.6505","63.0610","63.1709","61.5653","","-2.09%"
"05/09/2018","62.9695","63.1750","63.9596","62.8925","","-0.39%"
"05/08/2018","63.2141","62.9173","63.6890","62.7163","","0.55%"
"05/07/2018","62.8680","62.5000","63.0215","62.5000","","0.62%"
"05/04/2018","62.4812","63.0034","63.4800","62.3294","","-0.82%"
"05/03/2018","62.9955","64.0666","64.0711","62.8519","","-1.67%"
"05/02/2018","64.0655","63.7500","64.2850","63.1548","","0.49%"
"05/01/2018","63.7554","62.9658","63.8000","62.9150","","1.30%"
"04/30/2018","62.9362","62.2857","63.1695","62.1957","","1.13%"
"04/28/2018","62.2344","62.1635","62.2979","61.9012","","0.19%"
"04/27/2018","62.1156","62.8205","62.8732","61.7100","","-1.11%"
"04/26/2018","62.8105","62.4356","63.0453","62.1198","","0.65%"
