epoch,step,train_acc,train_loss,val_acc,val_loss
4,394,0.7395833134651184,0.646213710308075,,
4,399,0.8020833134651184,0.6272950172424316,,
4,404,0.8125,0.6734718680381775,,
4,409,0.75,0.8837646245956421,,
4,409,,,0.5779914259910583,1.3332444429397583
5,414,0.8541666865348816,0.5234074592590332,,
5,419,0.8125,0.6384241580963135,,
5,424,0.7916666865348816,0.585300624370575,,
5,429,0.7916666865348816,0.5517887473106384,,
5,434,0.7916666865348816,0.704736053943634,,
5,439,0.7604166865348816,0.6836987137794495,,
5,444,0.7708333134651184,0.6371039748191833,,
5,449,0.7916666865348816,0.6218011975288391,,
5,454,0.8333333134651184,0.5349676609039307,,
5,459,0.8541666865348816,0.4973982274532318,,
5,464,0.8229166865348816,0.5868316292762756,,
5,469,0.875,0.3905387222766876,,
5,474,0.84375,0.4141949713230133,,
5,479,0.8229166865348816,0.5748317837715149,,
5,484,0.8541666865348816,0.5783514380455017,,
5,489,0.7916666865348816,0.5815131068229675,,
5,491,,,0.5608974099159241,1.4365891218185425
6,494,0.8854166865348816,0.4407108724117279,,
6,499,0.84375,0.4251342713832855,,
6,504,0.84375,0.5438240170478821,,
6,509,0.8645833134651184,0.4930233955383301,,
6,514,0.8854166865348816,0.36777377128601074,,
6,519,0.9166666865348816,0.33027780055999756,,
6,524,0.8958333134651184,0.3567497730255127,,
6,529,0.8333333134651184,0.4614454507827759,,
6,534,0.8333333134651184,0.5816168189048767,,
6,539,0.8229166865348816,0.4561350345611572,,
6,544,0.8020833134651184,0.5135747790336609,,
6,549,0.8333333134651184,0.5343469977378845,,
6,554,0.8333333134651184,0.46231910586357117,,
6,559,0.8645833134651184,0.5157780051231384,,
6,564,0.8020833134651184,0.5170391201972961,,
6,569,0.8125,0.5892300009727478,,
6,573,,,0.5566239356994629,1.4919462203979492
7,574,0.90625,0.35970965027809143,,
7,579,0.9375,0.34209147095680237,,
7,584,0.90625,0.362985759973526,,
7,589,0.8854166865348816,0.3542642891407013,,
7,594,0.90625,0.3842679262161255,,
7,599,0.8645833134651184,0.4138924181461334,,
7,604,0.875,0.3945981562137604,,
7,609,0.9166666865348816,0.37987732887268066,,
7,614,0.9270833134651184,0.3188614845275879,,
7,619,0.9375,0.2401384860277176,,
7,624,0.9166666865348816,0.3165532052516937,,
7,629,0.8958333134651184,0.31192746758461,,
7,634,0.875,0.3447425067424774,,
7,639,0.9270833134651184,0.2695103883743286,,
7,644,0.9270833134651184,0.3279549777507782,,
7,649,0.90625,0.37666770815849304,,
7,654,0.8958333134651184,0.40414175391197205,,
7,655,,,0.557692289352417,1.5902423858642578
8,659,0.8958333134651184,0.34562572836875916,,
8,664,0.9166666865348816,0.3028610646724701,,
8,669,0.90625,0.32356321811676025,,
8,674,0.9270833134651184,0.25454726815223694,,
8,679,0.8854166865348816,0.3528245985507965,,
8,684,0.9479166865348816,0.278729110956192,,
8,689,0.9375,0.2936055660247803,,
8,694,0.9166666865348816,0.2827737331390381,,
8,699,0.9270833134651184,0.3444364070892334,,
8,704,0.9166666865348816,0.31756511330604553,,
8,709,0.9375,0.2747114598751068,,
8,714,0.9375,0.25230470299720764,,
8,719,0.96875,0.2075067013502121,,
8,724,0.875,0.3343503177165985,,
8,729,0.8958333134651184,0.3695131540298462,,
8,734,0.9270833134651184,0.33978474140167236,,
8,737,,,0.5534188151359558,1.622006893157959
9,739,0.9375,0.26442039012908936,,
9,744,0.9270833134651184,0.29150381684303284,,
9,749,0.9479166865348816,0.2180020660161972,,
9,754,0.9479166865348816,0.23306100070476532,,
9,759,0.90625,0.2962154150009155,,
9,764,0.9479166865348816,0.2246619015932083,,
9,769,0.9375,0.21338438987731934,,
9,774,0.9583333134651184,0.32071805000305176,,
9,779,0.9791666865348816,0.2004735916852951,,
9,784,0.96875,0.23150236904621124,,
9,789,0.9166666865348816,0.22846843302249908,,
9,794,0.9583333134651184,0.2559734582901001,,
9,799,0.9270833134651184,0.27947869896888733,,
9,804,0.9270833134651184,0.25789400935173035,,
9,809,0.9479166865348816,0.27511849999427795,,
9,814,0.9375,0.32077756524086,,
9,819,0.949999988079071,0.23286399245262146,,
9,819,,,0.5480769276618958,1.6282004117965698
